# Generated by: CFG Studio 2.0.380
# Generated on: 2023-03-29 12:51:17
# File format: GTASA procobj.dat
#
# Standard data:
P_SAND sjmcacti2 1.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 0 0
P_SAND sm_des_pcklypr1 1.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_SAND sand_combush03 1.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_SAND sand_combush02 1.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_SAND_DENSE sand_combush03 2.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_SAND_DENSE sand_combush02 2.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_SAND_DENSE sm_scrub_rock3 32.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_SAND_ARID sand_josh1 32.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 0 0
P_SAND_ARID sand_josh2 32.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 0 0
P_SAND_ARID sand_combush02 4.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_SAND_ARID sand_combush03 4.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_SAND_ARID sm_bush_large_1 4.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_SAND_ARID sjmcacti2 32.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 0 0
P_SAND_ARID sand_plant02 4.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 0 0
P_SAND_ARID sand_plant01 4.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 0 0
P_SAND_ARID sand_plant03 4.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 0 0
P_SAND_ARID sm_des_cactiigrp 32.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 0 0
P_SAND_ARID sm_descactiigrpb 32.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 0 0
P_SAND_COMPACT sand_combush02 8.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_SAND_COMPACT sand_combush03 8.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_SAND_COMPACT sm_bush_large_1 8.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_GRASS_SHORT veg_Pflowers03 1.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_GRASS_SHORT veg_procgrasspatch 1.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_GRASS_SHORT veg_procfpatch 1.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
P_GRASS_DRY gen_tallgrsnew 1.0 1.0 0 360 0.1 1.0 0.1 1.0 -12.0 0.0 1 1
